Metal_Thickness_nm,Theta_res_deg,FWHM_deg,Sensitivity_Empirical_deg_per_RIU,Chi_Empirical,Q_Empirical,Sensitivity_Theoretical_deg_per_RIU,Chi_Theoretical,Q_Theoretical
45,62.17478318879253,1.3342228152101399,97.03438656074813,72.72727272728073,46.60000000000001,92.17522987541714,69.08533479162516,46.60000000000001
46,62.17478318879253,1.2541694462975386,97.03438656074813,77.36943907157482,49.57446808510611,92.17522987541714,73.49503701236678,49.57446808510611
47,62.14809873248832,1.174116077384923,97.03438656074813,82.64462809918265,52.93181818181819,92.17522987541714,78.50606226321041,52.93181818181819
48,62.14809873248832,1.1207471647765175,97.03438656074813,86.58008658009612,55.452380952380956,92.17522987541714,82.24444618050615,55.452380952380956
49,62.121414276184126,1.0673782521681119,97.03438656074813,90.90909090910093,58.20000000000001,92.17522987541714,86.35666848953146,58.20000000000001
50,62.121414276184126,0.9873248832554964,97.03438656074813,98.28009828010981,62.91891891891939,92.17522987541714,93.35856052922387,62.91891891891939
51,62.094729819879916,0.9606404269513007,97.03438656074813,101.01010101011214,64.6388888888889,92.17522987541714,95.95185387725716,64.6388888888889
52,62.094729819879916,0.9072715143428951,97.03438656074813,106.95187165776579,68.44117647058825,92.17522987541714,101.59608057591936,68.44117647058825
53,62.094729819879916,0.8805870580386852,97.03438656074813,110.19283746557777,70.5151515151521,92.17522987541714,104.6747496842814,70.5151515151521
54,62.06804536357572,0.8539026017344895,97.03438656074813,113.63636363637615,72.68750000000001,92.17522987541714,107.94583561191432,72.68750000000001
55,62.06804536357572,0.8272181454302796,97.03438656074813,117.30205278593768,75.0322580645168,92.17522987541714,111.42795934133187,75.0322580645168
